access_right;communities;conference_acronym;conference_dates;conference_place;conference_title;conference_url;contributors;creators;description;doi;keywords;license;prereserve_doi;publication_date;related_identifiers;title;upload_type;conceptdoi;files
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'TU Dresden, Germany', 'name': 'Meier-Vieracker, Simon', 'orcid': '0000-0002-0141-9327'}, {'affiliation': 'Universität Greifswald, Germany', 'name': 'Kreuzmair, Elias', 'orcid': '0000-0003-0652-4748'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322528;['Twitter', 'Gegenwartsliteratur', 'Korpuslinguistik', 'Annotieren', 'Theoretisierung', 'Archivierung', 'Stilistische Analyse', 'Literatur', 'Text', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322528', 'recid': 6322528};2022-03-07;[{'identifier': '10.5281/zenodo.6328095', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Aktualität und Gedächtnis - Zur korpusanalytischen Untersuchung von Gegenwartsliteratur auf Twitter;poster;10.5281/zenodo.6322527;['DHd2022_037_Meier-Vieracker_Aktualität und Gedächtnis Zur korpusanalytischen Untersuchung von Gegenwartslitera_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Technische Universität Darmstadt, Germany', 'name': 'Meister, Malte', 'orcid': '0000-0002-9670-3573'}, {'affiliation': 'Technische Universität Darmstadt, Germany', 'name': 'Vauth, Michael', 'orcid': '0000-0002-3668-6273'}, {'affiliation': 'Technische Universität Darmstadt, Germany', 'name': 'Gerstorfer, Dominik', 'orcid': '0000-0002-8095-2540'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322532;['CATMA', 'Git', 'Python', 'Annotieren', 'Bearbeitung', 'Einführung', 'Visualisierung', 'Daten', 'Software', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322532', 'recid': 6322532};2022-03-07;[{'identifier': '10.5281/zenodo.6328097', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];GitMA-Poster - CATMA-Daten via Git abrufen und mittels Python-Bibliothek weiterverarbeiten;poster;10.5281/zenodo.6322531;['DHd2022_038_Meister_GitMA-Poster_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Universität zu Köln, Germany', 'name': 'Mollenhauer, Elisabeth', 'orcid': '0000-0001-8034-7191'}, {'affiliation': 'Universität zu Köln, Germany', 'name': 'Rau, Felix', 'orcid': '0000-0003-4167-0601'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322536;['Forschungsdatenmanagement', 'Data Literacy', 'Vermittlung', 'Awareness', 'Community', 'Pandemie', 'Teilen', 'Gestaltung', 'Kommunikation', 'Einführung', 'Lehre', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322536', 'recid': 6322536};2022-03-07;[{'identifier': '10.5281/zenodo.6328107', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];"FDM-Awareness in Zeiten von Corona - Sammelkarten zum Forschungsdatenmanagement ""Daten & Datteln digital""";poster;10.5281/zenodo.6322535;['DHd2022_039_Mollenhauer_FDM-Awareness in Zeiten von Corona_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Universität Hamburg, Germany', 'name': 'Müller, Melissa'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322538;['Andreas Gryphius', 'digitales kulturelles Gedächtnis', 'Interaktionale Linguistik', 'Annotieren', 'Daten', 'Interaktion', 'Sprache', 'Literatur', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322538', 'recid': 6322538};2022-03-07;[{'identifier': '10.5281/zenodo.6328111', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Möglichkeiten und Grenzen eines digitalen barocken Gedächtnisses - Ein DFG-Projekt in der Rückschau.;poster;10.5281/zenodo.6322537;['DHd2022_040_Müller_Möglichkeiten und Grenzen eines digitalen barocken Gedächtnisses_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Czmiel, Alexander'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften, Germany', 'name': 'Neuber, Frederike', 'orcid': '0000-0001-8279-9298'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322541;['Arbeitsorganisation', 'Workflow', 'Forschungssoftware', 'Projektmanagement', 'Projekte', 'Forschung', 'Forschungsprozess', 'Software', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322541', 'recid': 6322541};2022-03-07;[{'identifier': '10.5281/zenodo.6328115', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];'Arbeitskulturen' im Wandel - Erfahrungen und Entwicklungen in 20 Jahren DH-Praxis;poster;10.5281/zenodo.6322540;"[""DHd2022_041_Czmiel_,Arbeitskulturen' im Wandel_b.pdf""]"
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Universität zu Köln', 'name': 'Neuefeind, Claes'}, {'affiliation': 'Universität zu Köln', 'name': 'Mondaca, Francisco'}, {'affiliation': 'Universität zu Köln', 'name': 'Eide, Øyvind'}, {'affiliation': 'Ruhr-Universität Bochum', 'name': 'Colditz, Iris'}, {'affiliation': 'Ruhr-Universität Bochum', 'name': 'Jügel, Thomas'}, {'affiliation': 'Ruhr-Universität Bochum', 'name': 'Rezania, Kianoosh'}, {'affiliation': 'Freie Universität Berlin', 'name': 'Zeini, Arash'}, {'affiliation': 'Freie Universität Berlin', 'name': 'Cantera, Alberto'}, {'affiliation': 'Hebrew University Jerusalem', 'name': 'Emanuel, Chagai'}, {'affiliation': 'Hebrew University Jerusalem', 'name': 'Shaked, Shaul'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322543;['Mittelpersisch', 'Pahlavi', 'Korpuserstellung', 'Lexikographie', 'Transkription', 'Annotieren', 'Webentwicklung', 'Manuskript', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322543', 'recid': 6322543};2022-03-07;[{'identifier': '10.5281/zenodo.6328117', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Das zoroastrische Mittelpersische Digitales Corpus und Wörterbuch (MPCD);poster;10.5281/zenodo.6322542;['DHd2022_042_Neuefeind_Das zoroastrische Mittelpersische_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Georg-Eckert-Institut - Leibniz-Institut für internationale Schulbuchforschung, Germany', 'name': 'Nieländer, Maret', 'orcid': '0000-0002-5972-6362'}, {'affiliation': 'Berlin-Brandenburgische Akademie der Wissenschaften', 'name': 'Jurish, Bryan', 'orcid': '0000-0003-4230-3790'}, {'affiliation': 'Georg-Eckert-Institut - Leibniz-Institut für internationale Schulbuchforschung, Germany', 'name': 'Scheel, Christian', 'orcid': '0000-0002-9718-690X'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322545;['Korpusanalyse', 'digitale Erschließung', 'Nachnutzung', 'Computerlinguistik', 'Kooperation', 'Sammlung', 'Inhaltsanalyse', 'Annotieren', 'Visualisierung', 'Infrastruktur', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322545', 'recid': 6322545};2022-03-07;[{'identifier': '10.5281/zenodo.6328119', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];DiaCollo für GEI-Digital - Ein experimentelles Projekt zur weiteren Erschließung digitalisierter historischer Schulbuchbestände;poster;10.5281/zenodo.6322544;['DHd2022_043_Nieländer_DiaCollo für GEI-Digital Ein experimentelles Projekt_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Althage, Melanie', 'orcid': '0000-0001-5233-1061'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Dreyer, Malte', 'orcid': '0000-0002-1775-8622'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Guescini, Rolf', 'orcid': '0000-0003-4325-5751'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Hiltmann, Torsten', 'orcid': '0000-0002-6757-6210'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Lüdeling, Anke'}, {'affiliation': 'Humboldt-Universität zu Berlin, Germany', 'name': 'Odebrecht, Carolin', 'orcid': '0000-0003-4887-7701'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322547;['Quellenkritik', 'Forschungsdaten', 'Text', 'Metadaten', 'Modellierung', 'Erschließung', 'Referenzierung', 'Linked Data', 'User Stories', 'Modellierung', 'Community-Bildung', 'Metadaten', 'Methoden', 'benannte Entitäten (named entities)', 'Forschungsprozess', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322547', 'recid': 6322547};2022-03-07;[{'identifier': '10.5281/zenodo.6328121', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Referenzierung des digitalen kulturellen (Text-)Erbes - Digitale Quellenkritik und Modellierung von Metadaten;poster;10.5281/zenodo.6322546;['DHd2022_044_Althage_Referenzierung des digitalen kulturellen_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Julius-Maximilians-Universität Würzburg, Germany', 'name': 'Pielström, Steffen', 'orcid': '0000-0003-1016-2911'}, {'affiliation': 'Universität Stuttgart, Germany', 'name': 'Jung, Kerstin', 'orcid': '0000-0002-9548-8461'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322549;['Computational Literary Studies', 'Community', 'Literaturwissenschaft', 'Textanalyse', 'Community-Bildung', 'Literatur', 'Forschung', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322549', 'recid': 6322549};2022-03-07;[{'identifier': '10.5281/zenodo.6328129', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Das DFG Schwerpunktprogramm Computational Literary Studies;poster;10.5281/zenodo.6322548;['DHd2022_045_Pielström_Das DFG Schwerpunktprogramm Computational Literary Studies_b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Germany', 'name': 'Pöckelmann, Marcus', 'orcid': '0000-0001-8718-1198'}, {'affiliation': 'Martin-Luther-Universität Halle-Wittenberg, Germany', 'name': 'Rebiger, Bill'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322551;['Edition', 'Hebräisch', 'Kabbalah', 'Varianten', 'Kollationierung', 'Alignierung', 'LERA', 'Transkription', 'Inhaltsanalyse', 'Beziehungsanalyse', 'Webentwicklung', 'Visualisierung', 'Manuskript', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322551', 'recid': 6322551};2022-03-07;[{'identifier': '10.5281/zenodo.6328133', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];Anpassungen von LERA zum Vergleich hebräischer Textzeugen des kabbalistischen Traktats Keter Shem Ṭov;poster;10.5281/zenodo.6322550;['DHd2022_046_Pöckelmann_Anpassungen von LERA zum Vergleich hebräischer Textzeugen des kabbalistischen Traktats _b.pdf']
open;[{'identifier': 'dhd'}, {'identifier': 'zenodo'}];DHd 2022;07.03.2022-11.03.2022;Potsdam;"DHd 2022 Kulturen des digitalen Gedächtnisses. 8. Tagung des Verbands ""Digital Humanities im deutschsprachigen Raum""";https://www.dhd2022.de/;[{'affiliation': 'Universität der Bundeswehr München, Deutschland', 'name': 'Geierhos, Michaela', 'orcid': '0000-0002-8180-5606', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Trilcke, Peer', 'orcid': '0000-0002-1421-4320', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Börner, Ingo', 'orcid': '0000-0001-8294-2541', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Seifert, Sabine', 'orcid': '0000-0001-9847-8245', 'type': 'Editor'}, {'affiliation': 'Universität Potsdam, Deutschland', 'name': 'Busch, Anna', 'orcid': '0000-0001-5584-4807', 'type': 'Editor'}, {'affiliation': 'Digital Humanities im deutschsprachigen Raum e.V., Deutschland', 'name': 'Helling, Patrick', 'orcid': '0000-0003-4043-165X', 'type': 'Editor'}];[{'affiliation': 'Universität Innsbruck, Austria', 'name': 'Rath, Brigitte', 'orcid': '0000-0003-0969-6297'}];"Eine Posterpr&auml;sentation auf der 8. Tagung des Verbands &quot;Digital Humanities im deutschsprachigen Raum&quot; - DHd 2022 Kulturen des digitalen Ged&auml;chtnisses.";10.5281/zenodo.6322553;['Machine Learning Prediction Modelle', 'Lyrik', 'Anrede', 'Annotieren', 'Stilistische Analyse', 'Metadaten', 'Personen', 'Text', 'DHd2022'];CC-BY-4.0;{'doi': '10.5281/zenodo.6322553', 'recid': 6322553};2022-03-07;[{'identifier': '10.5281/zenodo.6328139', 'relation': 'isSupplementTo', 'resource_type': 'publication-conferencepaper', 'scheme': 'doi'}];"Muster von ""you"" und ""thou"" Modellierung der Anrede im englischen Sonett";poster;10.5281/zenodo.6322552;['DHd2022_047_Rath_Muster von _you_ und _thou__b.pdf']
